dih  Etot    EPtot   BOND   ANGLE  DIHED   1-4NB  1-4EEL  VDWAALS  EELEC EGB
48 9.6386 -18.5226 5.4435 2.8766 2.6617 6.1446 50.4571 44.3715 -109.3460 -21.1316
49 0.6461 -18.3524 5.4435 2.8766 2.8409 6.1446 50.4945 44.3715 -109.3695 -21.1545
50 8.2113 -18.1822 5.4435 2.8766 3.0195 6.1446 50.5321 44.3715 -109.3922 -21.1779
51 8.8881 -18.0122 5.4435 2.8766 3.1973 6.1446 50.5700 44.3715 -109.4139 -21.2018
52 17.2188 -17.8427 5.4435 2.8766 3.3739 6.1446 50.6081 44.3715 -109.4348 -21.2261
53 6.3337 -17.6739 5.4435 2.8766 3.5492 6.1446 50.6464 44.3715 -109.4549 -21.2509
54 11.1821 -17.5059 5.4435 2.8766 3.7230 6.1446 50.6849 44.3715 -109.4740 -21.2760
55 1.6806 -17.3391 5.4435 2.8766 3.8951 6.1446 50.7236 44.3715 -109.4924 -21.3016
56 7.6520 -17.1737 5.4435 2.8766 4.0652 6.1446 50.7623 44.3715 -109.5099 -21.3275
57 4.5933 -17.0098 5.4435 2.8766 4.2331 6.1446 50.8012 44.3715 -109.5265 -21.3538
58 4.3084 -16.8478 5.4435 2.8766 4.3987 6.1446 50.8401 44.3715 -109.5423 -21.3805
59 8.1674 -16.6877 5.4435 2.8766 4.5617 6.1446 50.8791 44.3715 -109.5573 -21.4075
60 7.0667 -16.5299 5.4435 2.8766 4.7220 6.1446 50.9181 44.3715 -109.5715 -21.4348
61 5.6768 -16.3745 5.4435 2.8766 4.8793 6.1446 50.9571 44.3715 -109.5848 -21.4624
